用户ID,商品ID,行为类型,日期,小时
1002358,2454888,pv,2017-11-29,14
1002358,3278766,pv,2017-11-29,14
1002358,902176,pv,2017-11-29,14
1002358,2545624,pv,2017-11-29,14
1002358,3690810,pv,2017-11-29,14
1002358,1108702,pv,2017-11-30,5
1002358,4228674,pv,2017-11-30,5
1002358,4778528,pv,2017-11-30,5
1002358,1823632,pv,2017-11-30,6
1002358,1820590,pv,2017-11-30,6
1002358,433291,pv,2017-11-30,6
1002358,4751201,pv,2017-11-30,6
1002358,576777,pv,2017-11-30,6
1002358,3545749,pv,2017-11-30,6
1002358,3633127,pv,2017-11-30,6
1002358,2443560,pv,2017-11-30,6
1002358,2476885,pv,2017-11-30,6
1002358,1552058,pv,2017-11-30,6
1002358,973065,pv,2017-11-30,6
1002358,2941241,pv,2017-11-30,6
1002358,2476885,pv,2017-11-30,6
1002358,765933,pv,2017-11-30,7
1002358,2476885,pv,2017-11-30,7
1002358,3633127,pv,2017-11-30,7
1002358,1820590,pv,2017-11-30,7
1002358,3928430,pv,2017-11-30,7
1002358,1820590,buy,2017-11-30,7
1002358,3378703,pv,2017-11-30,7
1002358,565074,pv,2017-11-30,7
1002358,3465586,pv,2017-11-30,7
1002358,312026,pv,2017-11-30,7
1002358,1820590,pv,2017-11-30,7
1002358,1849192,pv,2017-11-30,7
1002358,2580621,pv,2017-11-30,9
1002358,710037,pv,2017-12-01,5
1002358,2436578,cart,2017-12-01,5
1002358,2189141,pv,2017-12-01,5
1002358,3649272,pv,2017-12-01,5
1002358,2326237,pv,2017-12-01,5
1002358,1395386,pv,2017-12-01,5
1002358,264696,pv,2017-12-02,13
1002358,1986319,pv,2017-12-02,13
1002358,1820590,buy,2017-12-03,4
1002364,4670546,pv,2017-11-28,7
1002364,469329,pv,2017-11-28,7
1002364,2624076,pv,2017-11-28,7
1002364,1169580,fav,2017-11-28,7
1002364,4159396,pv,2017-11-28,7
1002364,2524858,pv,2017-11-28,7
1002364,2823896,pv,2017-11-28,7
1002364,2524858,pv,2017-11-28,7
1002364,1529814,pv,2017-11-29,4
1002364,2804427,pv,2017-11-29,8
1002364,4614793,pv,2017-11-29,8
1002364,1364824,pv,2017-11-29,8
1002364,1881430,pv,2017-11-29,8
1002364,3727253,pv,2017-11-29,8
1002364,1115404,pv,2017-11-29,14
1002364,2574081,pv,2017-11-30,12
1002364,2804427,pv,2017-11-30,12
1002364,4626289,pv,2017-11-30,12
1002364,4945455,pv,2017-11-30,12
1002364,3211532,pv,2017-11-30,12
1002364,1904233,pv,2017-11-30,12
1002364,884732,pv,2017-11-30,12
1002364,3944051,pv,2017-11-30,12
1002364,4368737,pv,2017-11-30,12
1002364,3625159,pv,2017-11-30,12
1002364,2113048,pv,2017-11-30,12
1002364,169055,pv,2017-11-30,12
1002364,2042828,pv,2017-11-30,12
1002364,3268493,pv,2017-11-30,12
1002364,4273649,pv,2017-11-30,12
1002364,2259191,pv,2017-12-01,9
1002364,799452,pv,2017-12-01,9
1002364,4542306,pv,2017-12-01,9
1002364,2593483,pv,2017-12-01,9
1002364,4247008,pv,2017-12-01,9
1002364,1762620,pv,2017-12-01,9
1002364,586607,pv,2017-12-01,9
1002364,173687,pv,2017-12-01,9
1002364,904002,pv,2017-12-01,9
1002364,767609,pv,2017-12-01,9
1002364,897146,pv,2017-12-01,9
1002364,3810516,pv,2017-12-02,12
1002364,3826985,pv,2017-12-02,12
1002364,2816729,pv,2017-12-02,12
1002364,366449,pv,2017-12-02,12
1002364,1733785,pv,2017-12-03,8
1002364,4013057,pv,2017-12-03,12
1002364,1733785,fav,2017-12-03,15
1002364,68814,fav,2017-12-03,15
1002364,3466140,pv,2017-12-03,15
1002364,1037004,pv,2017-12-03,15
1002364,2851222,pv,2017-12-03,15
1002364,361143,pv,2017-12-03,15
1002364,75253,pv,2017-12-03,15
1002364,773081,pv,2017-12-03,15
1002364,1142613,pv,2017-12-03,15
1002364,3332942,pv,2017-12-03,15
1002364,1890832,pv,2017-12-03,15
1002364,4157679,pv,2017-12-03,15
1002364,2760437,pv,2017-12-03,15
1002364,2059265,pv,2017-12-03,15
1002364,3206664,pv,2017-12-03,15
1002364,3956036,pv,2017-12-03,15
1002364,2494011,pv,2017-12-03,15
1002364,844232,pv,2017-12-03,15
1002364,2771349,pv,2017-12-03,15
1002364,1039136,pv,2017-12-03,15
1002364,3389027,pv,2017-12-03,15
1002364,410375,pv,2017-12-03,15
1002364,68814,pv,2017-12-03,15
1002364,3466140,pv,2017-12-03,15
1002364,1037004,pv,2017-12-03,15
1002364,4995850,pv,2017-12-03,15
1002364,4525461,pv,2017-12-03,15
1002364,4102893,fav,2017-12-03,15
1002364,1339516,pv,2017-12-03,15
1002364,4347566,pv,2017-12-03,15
1002364,1733785,pv,2017-12-03,15
1002364,807672,pv,2017-12-03,15
1002364,4013057,pv,2017-12-03,15
1002375,4381929,pv,2017-11-30,3
1002375,2295140,pv,2017-11-30,3
1002375,2612468,pv,2017-11-30,3
1002375,2811839,pv,2017-11-30,3
1002375,1003767,pv,2017-11-30,3
1002375,3656594,pv,2017-11-30,3
1002375,1257394,pv,2017-12-01,15
1002375,3574431,pv,2017-12-01,15
1002375,1991443,pv,2017-12-01,15
1002375,4967306,pv,2017-12-01,15
1002375,227582,pv,2017-12-01,15
1002375,5142362,pv,2017-12-01,15
1002375,4437737,pv,2017-12-01,16
1002375,2674557,pv,2017-12-01,16
1002375,1038388,pv,2017-12-01,16
1002375,3511048,pv,2017-12-01,16
1002375,31621,pv,2017-12-01,16
1002375,367618,pv,2017-12-01,16
1002375,2664418,pv,2017-12-01,16
1002375,2621260,pv,2017-12-01,16
1002375,1663646,pv,2017-12-02,1
1002375,1257394,fav,2017-12-02,2
1002375,2517637,pv,2017-12-03,7
1002375,1368007,pv,2017-12-03,7
1002375,5140362,pv,2017-12-03,7
1002375,2746125,buy,2017-12-03,8
1002387,914335,pv,2017-11-24,16
1002387,5029785,pv,2017-11-25,3
1002387,1129771,buy,2017-11-26,4
1002387,230492,pv,2017-11-26,5
1002387,473624,pv,2017-11-26,13
1002387,1169249,pv,2017-11-26,13
1002387,4315396,fav,2017-11-26,13
1002387,2698998,buy,2017-11-26,15
1002387,2501103,pv,2017-11-27,4
1002387,3931029,pv,2017-11-27,9
1002387,3639936,pv,2017-11-27,9
1002387,3498469,pv,2017-11-27,9
1002387,801000,pv,2017-11-27,9
1002387,689837,pv,2017-11-27,9
1002387,5083161,pv,2017-11-27,9
1002387,689837,pv,2017-11-27,9
1002387,5083161,pv,2017-11-27,9
1002387,689837,pv,2017-11-27,9
1002387,3964251,pv,2017-11-27,9
1002387,3947422,pv,2017-11-27,9
1002387,2352174,fav,2017-11-27,10
1002387,435840,pv,2017-11-27,10
1002387,4925656,fav,2017-11-27,14
1002387,15671,fav,2017-11-27,14
1002387,847906,pv,2017-11-27,14
1002387,2813182,pv,2017-11-27,14
1002387,1959639,pv,2017-11-27,14
1002387,2822028,pv,2017-11-27,14
1002387,2220235,pv,2017-11-27,14
1002387,2773104,fav,2017-11-28,4
1002387,3911142,pv,2017-11-28,4
1002387,4302005,fav,2017-11-28,4
1002387,3195564,fav,2017-11-28,4
1002387,2412477,fav,2017-11-28,5
1002387,3207726,fav,2017-11-28,5
1002387,5079951,fav,2017-11-28,5
1002387,2831196,fav,2017-11-28,5
1002387,3813320,pv,2017-11-28,6
1002387,1281765,pv,2017-11-28,6
1002387,3813320,pv,2017-11-28,6
1002387,3036579,pv,2017-11-28,6
1002387,1281765,pv,2017-11-28,6
1002387,3813320,buy,2017-11-28,6
1002387,3425227,cart,2017-11-28,12
1002387,5019212,pv,2017-11-28,12
1002387,811582,pv,2017-11-28,12
1002387,1568789,pv,2017-11-28,12
1002387,5079951,pv,2017-11-29,2
1002387,3195564,pv,2017-11-29,2
1002387,4302005,cart,2017-11-29,2
1002387,3195564,cart,2017-11-29,2
1002387,5079951,pv,2017-11-29,2
1002387,3195564,buy,2017-11-29,2
1002387,4302005,pv,2017-11-29,2
1002387,5079951,cart,2017-11-29,2
1002387,4413170,buy,2017-11-29,7
1002387,3021859,pv,2017-11-29,9
1002387,2119022,pv,2017-11-29,9
1002387,4663975,fav,2017-11-29,9
1002387,996430,pv,2017-11-29,9
1002387,4587109,pv,2017-11-29,9
1002387,1361612,pv,2017-11-29,9
1002387,4252901,pv,2017-11-29,9
1002387,3870250,pv,2017-11-29,9
1002387,4413170,pv,2017-12-01,3
1002387,226652,buy,2017-12-01,9
1002387,129197,pv,2017-12-01,9
1002387,226652,pv,2017-12-01,10
1002387,1696460,pv,2017-12-01,10
1002387,2236361,pv,2017-12-01,10
1002387,3591220,fav,2017-12-01,10
1002387,714660,pv,2017-12-01,10
1002387,3591220,buy,2017-12-01,10
1002387,4663975,pv,2017-12-01,11
1002387,2207882,pv,2017-12-01,11
1002387,3195564,pv,2017-12-01,12
1002387,1361612,pv,2017-12-01,16
1002387,2568566,pv,2017-12-01,16
1002387,1361612,pv,2017-12-01,16
1002387,3238510,pv,2017-12-02,10
1002387,2571605,pv,2017-12-02,10
1002387,3251038,pv,2017-12-02,10
1002387,2784959,pv,2017-12-02,10
1002387,4067704,pv,2017-12-02,10
1002387,39266,pv,2017-12-03,5
1002387,1842826,pv,2017-12-03,5
1002387,3846758,pv,2017-12-03,5
1002387,4067704,pv,2017-12-03,5
1002387,2989209,pv,2017-12-03,7
1002387,2662754,pv,2017-12-03,7
1002387,3697176,pv,2017-12-03,7
1002387,851865,fav,2017-12-03,7
1002387,3697176,pv,2017-12-03,7
1002387,4455612,pv,2017-12-03,7
1002387,4900224,fav,2017-12-03,7
1002387,3697176,pv,2017-12-03,7
1002387,4005955,pv,2017-12-03,7
1002387,851865,pv,2017-12-03,7
1002388,3981150,pv,2017-11-24,22
1002388,623395,pv,2017-11-24,22
1002388,3981150,pv,2017-11-24,22
1002388,579037,buy,2017-11-25,1
1002388,2469300,pv,2017-11-26,5
1002388,4596203,pv,2017-11-26,5
1002388,2469300,pv,2017-11-26,5
1002388,4596203,pv,2017-11-26,5
1002388,2469300,buy,2017-11-26,6
1002388,4596203,pv,2017-11-26,6
1002388,650807,pv,2017-11-26,8
1002388,257756,pv,2017-11-26,8
1002388,650807,fav,2017-11-26,9
1002388,2801764,pv,2017-11-26,9
1002388,794093,pv,2017-11-26,10
1002388,1090847,pv,2017-11-26,10
1002388,3619294,pv,2017-11-26,10
1002388,2154272,pv,2017-11-27,8
1002388,3213356,pv,2017-11-27,8
1002388,794093,pv,2017-11-27,9
1002388,579037,pv,2017-11-28,8
1002388,3085939,pv,2017-11-29,14
1002388,1189756,fav,2017-11-30,2
1002388,1948931,pv,2017-11-30,7
1002388,20123,pv,2017-12-01,10
1002388,4254684,pv,2017-12-01,10
1002388,4312513,pv,2017-12-01,10
1002388,4530420,pv,2017-12-01,10
1002388,20123,pv,2017-12-01,10
1002388,2316035,pv,2017-12-01,10
1002388,20123,pv,2017-12-01,10
1002388,1899376,pv,2017-12-01,10
1002388,2282071,pv,2017-12-01,10
1002388,4176584,pv,2017-12-01,10
1002388,369812,pv,2017-12-01,10
1002388,2192088,pv,2017-12-01,10
1002388,5138812,pv,2017-12-01,10
1002388,4101936,pv,2017-12-01,10
1002388,136392,pv,2017-12-01,11
1002388,4069302,pv,2017-12-01,11
1002388,20123,pv,2017-12-01,11
1002388,481173,pv,2017-12-01,11
1002388,20123,pv,2017-12-01,11
1002388,248244,pv,2017-12-01,11
1002388,4986744,pv,2017-12-01,11
1002388,20123,pv,2017-12-01,11
1002388,4986744,pv,2017-12-01,11
1002388,3444868,pv,2017-12-01,11
1002388,2480076,pv,2017-12-01,11
1002388,658887,pv,2017-12-01,11
1002388,20123,pv,2017-12-01,11
1002388,4986744,pv,2017-12-01,11
1002388,481173,pv,2017-12-01,11
1002388,20123,pv,2017-12-01,11
1002388,481173,pv,2017-12-01,11
1002388,4986744,pv,2017-12-01,11
1002388,481173,buy,2017-12-01,12
1002388,1189756,pv,2017-12-01,13
1002388,4986744,pv,2017-12-01,13
1002388,481173,pv,2017-12-01,13
1002388,2890756,pv,2017-12-01,13
1002388,2066677,pv,2017-12-01,13
1002388,2052519,pv,2017-12-01,13
1002388,2066677,buy,2017-12-01,13
1002388,185319,pv,2017-12-01,13
1002388,481173,buy,2017-12-01,14
1002388,3645120,pv,2017-12-01,14
1002388,1356082,pv,2017-12-01,14
1002388,1455194,pv,2017-12-01,14
1002388,3738282,pv,2017-12-01,14
1002388,2463109,pv,2017-12-01,14
1002388,2192772,pv,2017-12-01,14
1002388,1517929,pv,2017-12-01,14
1002388,2222517,pv,2017-12-01,14
1002388,2865862,pv,2017-12-01,14
1002388,3257708,cart,2017-12-01,14
1002388,2691038,pv,2017-12-01,22
1002388,4725988,pv,2017-12-01,22
1002388,880819,pv,2017-12-01,22
1002388,3050971,pv,2017-12-01,22
1002388,3196545,pv,2017-12-01,22
1002388,2125556,pv,2017-12-01,22
1002388,110216,pv,2017-12-01,22
1002388,3050971,pv,2017-12-01,22
1002388,3917594,pv,2017-12-01,22
1002388,4959790,pv,2017-12-01,22
1002388,1683085,pv,2017-12-01,22
1002388,3444779,pv,2017-12-01,22
1002388,4149462,fav,2017-12-01,22
1002388,4959790,pv,2017-12-01,22
1002388,3766480,pv,2017-12-01,22
1002388,1683085,pv,2017-12-01,22
1002388,2671917,pv,2017-12-01,22
1002388,2440993,pv,2017-12-01,22
1002388,474766,pv,2017-12-01,22
1002388,5137460,cart,2017-12-01,22
1002388,4005743,pv,2017-12-01,22
1002388,4804947,pv,2017-12-01,22
1002388,2724656,pv,2017-12-01,22
1002388,4804947,pv,2017-12-01,22
1002388,1347554,pv,2017-12-01,22
1002388,1286197,pv,2017-12-01,22
1002388,3055079,pv,2017-12-01,22
1002388,3206314,pv,2017-12-01,22
1002388,1224941,pv,2017-12-01,22
1002388,73898,cart,2017-12-01,22
1002388,1224941,pv,2017-12-01,22
1002388,3234727,pv,2017-12-01,22
1002388,73898,pv,2017-12-01,23
1002388,3257708,pv,2017-12-01,23
1002388,5137460,pv,2017-12-01,23
1002388,3257708,pv,2017-12-01,23
1002388,5137460,pv,2017-12-01,23
1002388,3257708,pv,2017-12-01,23
1002388,5137460,pv,2017-12-01,23
1002388,73898,pv,2017-12-01,23
1002388,5137460,pv,2017-12-02,7
1002388,3738282,pv,2017-12-02,23
1002392,3769059,pv,2017-11-24,16
1002392,1398966,pv,2017-11-25,0
1002392,4765816,pv,2017-11-25,4
1002392,460894,cart,2017-11-25,4
1002392,1250512,pv,2017-11-25,4
1002392,2856311,pv,2017-11-25,4
1002392,2339,pv,2017-11-25,4
1002392,1082075,fav,2017-11-25,11
1002392,595723,fav,2017-11-25,11
1002392,3469030,pv,2017-11-25,11
1002392,3555867,pv,2017-11-25,11
1002392,1929475,pv,2017-11-25,12
1002392,1261325,pv,2017-11-25,12
1002392,2394711,pv,2017-11-25,12
1002392,2299230,pv,2017-11-25,12
1002392,4759194,pv,2017-11-25,12
1002392,2299230,pv,2017-11-25,12
1002392,4759194,pv,2017-11-25,12
1002392,3244602,fav,2017-11-25,12
1002392,2339,pv,2017-11-25,12
1002392,4205296,pv,2017-11-25,12
1002392,2913229,pv,2017-11-25,12
1002392,5069828,pv,2017-11-25,12
1002392,5066316,pv,2017-11-25,12
1002392,2803021,pv,2017-11-25,12
1002392,2886503,pv,2017-11-25,12
1002392,1514782,pv,2017-11-25,12
1002392,4813965,pv,2017-11-25,13
1002392,3381980,pv,2017-11-25,14
1002392,4813965,pv,2017-11-26,1
1002392,4902176,pv,2017-11-26,1
1002392,1530804,pv,2017-11-26,1
1002392,2392643,pv,2017-11-26,1
1002392,1798832,pv,2017-11-26,1
1002392,501207,pv,2017-11-26,1
1002392,1798832,pv,2017-11-26,1
1002392,4813965,pv,2017-11-26,1
1002392,495097,pv,2017-11-26,1
1002392,4041662,pv,2017-11-26,2
1002392,4051853,pv,2017-11-26,13
1002392,874225,cart,2017-11-26,13
1002392,4051853,pv,2017-11-26,14
1002392,686190,cart,2017-11-26,14
1002392,4037940,cart,2017-11-26,14
1002392,686190,cart,2017-11-26,14
1002392,2292599,pv,2017-11-26,14
1002392,2923352,buy,2017-11-27,11
1002392,5098291,pv,2017-11-27,15
1002392,828463,pv,2017-11-27,15
1002392,5098291,cart,2017-11-27,15
1002392,991767,cart,2017-11-27,15
1002392,3220732,fav,2017-11-27,15
1002392,4701632,pv,2017-11-29,13
1002392,3392008,pv,2017-11-29,13
1002392,4079132,pv,2017-11-29,13
1002392,460894,buy,2017-11-29,14
1002392,1439569,pv,2017-11-29,14
1002392,3244602,pv,2017-11-29,14
1002392,1439569,pv,2017-11-29,14
1002392,3244602,fav,2017-11-29,14
1002392,1439569,pv,2017-11-29,14
1002392,2893192,pv,2017-11-29,14
1002392,2688423,pv,2017-11-29,14
1002392,2893192,pv,2017-11-29,14
1002392,1439569,pv,2017-11-29,14
1002392,435896,fav,2017-11-29,14
1002392,1746927,fav,2017-11-29,14
1002392,5067602,pv,2017-11-29,14
1002392,5158665,pv,2017-11-29,14
1002392,1229100,pv,2017-11-29,22
1002392,460894,pv,2017-11-30,13
1002392,3244602,pv,2017-11-30,13
1002392,437405,pv,2017-11-30,13
1002392,1474789,cart,2017-12-01,4
1002392,3082836,cart,2017-12-01,4
1002392,4559691,pv,2017-12-01,4
1002392,4815473,pv,2017-12-01,4
1002392,4472517,pv,2017-12-01,4
1002392,2515360,pv,2017-12-01,9
1002392,2779133,pv,2017-12-02,2
1002392,803993,pv,2017-12-02,9
1002392,2779133,fav,2017-12-02,12
1002392,1474789,buy,2017-12-02,12
1002392,3082836,pv,2017-12-02,12
1002392,3220732,pv,2017-12-02,13
1002392,1180513,cart,2017-12-02,13
1002392,1460920,cart,2017-12-02,13
1002392,3373797,cart,2017-12-02,13
1002392,2570060,cart,2017-12-02,13
1002392,3791271,cart,2017-12-02,13
1002392,2266046,pv,2017-12-02,13
1002392,180832,cart,2017-12-02,13
1002392,363912,pv,2017-12-03,0
1002392,1584961,cart,2017-12-03,0
1002392,768200,cart,2017-12-03,0
1002392,363912,pv,2017-12-03,0
1002392,64420,cart,2017-12-03,0
1002392,4887148,cart,2017-12-03,0
1002392,2780371,pv,2017-12-03,0
1002392,333156,pv,2017-12-03,0
1002392,1442811,fav,2017-12-03,0
1002392,1758,pv,2017-12-03,0
1002392,1610740,fav,2017-12-03,0
1002392,3165307,fav,2017-12-03,1
1002392,64420,pv,2017-12-03,12
1002392,1439024,pv,2017-12-03,14
1002392,4567727,pv,2017-12-03,14
1002392,2678630,fav,2017-12-03,14
1002392,3114066,pv,2017-12-03,14
1002392,1829743,pv,2017-12-03,14
1002392,3114066,pv,2017-12-03,14
1002392,5105730,pv,2017-12-03,14
1002392,1981916,pv,2017-12-03,14
1002392,737662,pv,2017-12-03,14
1002392,4490757,pv,2017-12-03,14
10024,3035532,pv,2017-11-25,10
10024,1361836,cart,2017-11-25,11
10024,4053608,pv,2017-11-25,11
10024,1206339,pv,2017-11-25,11
10024,3073460,cart,2017-11-25,11
10024,64810,pv,2017-11-25,11
10024,635798,pv,2017-11-25,11
10024,4533046,pv,2017-11-25,11
10024,4414983,pv,2017-11-25,13
10024,3262319,pv,2017-11-25,13
10024,491971,pv,2017-11-25,13
10024,3839948,pv,2017-11-25,13
10024,911043,pv,2017-11-25,13
10024,277597,pv,2017-11-25,13
10024,537333,pv,2017-11-25,13
10024,3489423,pv,2017-11-25,13
10024,1517496,pv,2017-11-25,23
10024,3500855,pv,2017-11-25,23
10024,4850478,pv,2017-11-26,9
10024,775596,pv,2017-11-26,9
10024,4425792,pv,2017-11-26,9
10024,2830747,pv,2017-11-26,11
10024,2695269,pv,2017-11-26,11
10024,566648,pv,2017-11-26,12
10024,4915265,pv,2017-11-26,13
10024,4850478,pv,2017-11-26,13
10024,569880,pv,2017-11-26,13
10024,3835725,pv,2017-11-26,13
10024,1524698,pv,2017-11-27,6
10024,1953257,pv,2017-11-27,14
10024,4181222,pv,2017-11-27,22
10024,170735,pv,2017-11-27,22
10024,4003474,pv,2017-11-27,22
10024,517245,pv,2017-11-28,6
10024,4544970,pv,2017-11-28,12
10024,2830747,pv,2017-11-28,12
10024,2131510,pv,2017-11-28,12
10024,3676378,pv,2017-11-28,12
10024,1881962,pv,2017-11-28,12
10024,3422068,pv,2017-11-28,12
10024,32387,pv,2017-11-28,13
10024,4076415,pv,2017-11-28,13
10024,1947488,pv,2017-11-28,13
10024,1838518,pv,2017-11-29,2
10024,769589,pv,2017-11-29,5
10024,1541408,pv,2017-11-29,5
10024,956343,pv,2017-11-29,5
10024,1050223,pv,2017-11-29,5
10024,1361836,pv,2017-11-29,5
10024,3215541,pv,2017-11-29,5
10024,4053608,fav,2017-11-29,5
10024,3233904,buy,2017-11-29,12
10024,2606999,pv,2017-11-29,13
10024,2131510,pv,2017-11-29,13
10024,2606999,pv,2017-11-29,13
10024,3233904,pv,2017-11-30,0
10024,4685098,fav,2017-11-30,2
10024,4468038,pv,2017-11-30,2
10024,4022035,pv,2017-11-30,12
10024,4685098,buy,2017-11-30,13
10024,3547108,pv,2017-11-30,13
10024,814537,pv,2017-11-30,13
10024,1981648,pv,2017-11-30,13
10024,3052455,pv,2017-12-01,10
10024,1606853,pv,2017-12-01,10
10024,3052455,buy,2017-12-01,10
10024,3272698,pv,2017-12-01,11
10024,3581985,pv,2017-12-01,11
10024,1660891,pv,2017-12-01,11
10024,1713881,buy,2017-12-01,11
10024,1689733,pv,2017-12-01,14
10024,1212679,pv,2017-12-01,15
10024,2487690,pv,2017-12-01,15
10024,143380,pv,2017-12-01,15
10024,1212679,pv,2017-12-01,15
10024,1689733,pv,2017-12-01,15
10024,1212679,buy,2017-12-01,15
10024,2487690,pv,2017-12-01,22
10024,1476488,pv,2017-12-02,3
10024,4383014,pv,2017-12-02,4
10024,2884308,pv,2017-12-02,4
10024,1476488,pv,2017-12-02,4
10024,4383014,pv,2017-12-02,4
10024,3767652,pv,2017-12-02,7
10024,328633,pv,2017-12-02,11
10024,454901,pv,2017-12-02,11
10024,4076813,pv,2017-12-02,11
10024,3902826,pv,2017-12-02,11
10024,1660891,buy,2017-12-02,11
10024,3172411,pv,2017-12-02,12
10024,2615047,pv,2017-12-02,12
10024,5159458,pv,2017-12-02,12
10024,3215541,pv,2017-12-02,12
10024,3504642,pv,2017-12-02,12
10024,684017,pv,2017-12-02,12
10024,600756,pv,2017-12-02,13
10024,3128445,pv,2017-12-02,13
10024,534210,pv,2017-12-02,13
10024,898912,pv,2017-12-02,13
10024,2109882,pv,2017-12-02,14
10024,2443536,pv,2017-12-03,1
10024,2632773,pv,2017-12-03,2
10024,3100685,pv,2017-12-03,2
10024,2359306,pv,2017-12-03,2
10024,1772479,pv,2017-12-03,2
10024,1452811,pv,2017-12-03,2
10024,2526445,pv,2017-12-03,9
10024,1344159,pv,2017-12-03,10
10024,2632773,pv,2017-12-03,10
10024,1344159,pv,2017-12-03,10
10024,2632773,pv,2017-12-03,10
10024,1344159,pv,2017-12-03,10
10024,2632773,pv,2017-12-03,10
10024,1452811,pv,2017-12-03,10
10024,2359306,pv,2017-12-03,11
10024,399377,pv,2017-12-03,12
10024,4884619,pv,2017-12-03,12
10024,4682949,pv,2017-12-03,12
10024,4625209,pv,2017-12-03,12
10024,4682949,pv,2017-12-03,12
10024,1428188,cart,2017-12-03,13
100240,4430014,pv,2017-11-25,2
100240,2847713,pv,2017-11-25,2
100240,3066477,pv,2017-11-25,2
100240,526700,pv,2017-11-25,2
100240,2641938,pv,2017-11-25,2
100240,3066477,pv,2017-11-25,2
100240,4430014,pv,2017-11-25,2
100240,3399372,pv,2017-11-25,3
100240,3911994,pv,2017-11-25,3
100240,4963429,pv,2017-11-25,3
100240,3281075,pv,2017-11-25,3
100240,4993069,pv,2017-11-25,3
100240,366827,pv,2017-11-25,3
100240,4388740,pv,2017-11-25,3
100240,5152369,pv,2017-11-25,3
100240,2542123,pv,2017-11-25,3
100240,752540,pv,2017-11-25,3
100240,2615729,cart,2017-11-25,4
100240,3711307,cart,2017-11-25,4
100240,3066477,pv,2017-11-25,4
100240,3399372,pv,2017-11-25,4
100240,380118,pv,2017-11-25,4
100240,2080677,pv,2017-11-25,4
100240,3684051,pv,2017-11-25,4
100240,1234888,pv,2017-11-25,4
100240,4430014,pv,2017-11-25,7
100240,3066477,pv,2017-11-25,7
100240,3438149,pv,2017-11-25,7
100240,2630789,pv,2017-11-25,7
100240,2136047,pv,2017-11-25,7
100240,2615729,pv,2017-11-26,8
100240,1887718,pv,2017-11-26,8
100240,2665433,pv,2017-11-26,12
100240,2868545,pv,2017-11-26,12
100240,2751521,pv,2017-11-26,12
100240,4114051,pv,2017-11-26,12
100240,1650758,pv,2017-11-26,12
100240,526700,pv,2017-11-26,12
100240,2248636,pv,2017-11-26,12
100240,1103841,pv,2017-11-27,4
100240,4201090,pv,2017-11-27,6
100240,572947,pv,2017-11-27,6
100240,1263656,pv,2017-11-27,6
100240,760544,pv,2017-11-27,6
100240,1678901,pv,2017-11-27,6
100240,4621023,pv,2017-11-27,6
100240,358732,pv,2017-11-27,6
100240,3488782,pv,2017-11-27,10
100240,4106714,pv,2017-11-27,10
100240,794496,pv,2017-11-27,11
100240,4175889,pv,2017-11-27,11
100240,3768312,pv,2017-11-27,11
100240,1541388,pv,2017-11-27,11
100240,2032002,pv,2017-11-27,11
100240,1740094,pv,2017-11-27,11
100240,2584513,pv,2017-11-28,10
100240,3566633,pv,2017-11-28,11
100240,3206015,pv,2017-11-28,11
100240,2112886,pv,2017-11-28,11
100240,4939586,cart,2017-11-30,6
100240,2583611,cart,2017-11-30,6
100240,4939586,pv,2017-11-30,6
100240,216063,pv,2017-11-30,6
100240,4481857,cart,2017-11-30,6
100240,793602,pv,2017-11-30,6
100240,1127803,pv,2017-11-30,6
100240,1764498,pv,2017-11-30,6
100240,1805096,pv,2017-11-30,6
100240,4294901,pv,2017-11-30,7
100240,4192893,cart,2017-11-30,7
100240,5065031,pv,2017-11-30,7
100240,2817551,pv,2017-11-30,7
100240,1064474,pv,2017-11-30,9
100240,2145210,pv,2017-11-30,10
100240,1099360,pv,2017-12-01,5
100240,162617,pv,2017-12-01,13
100240,2801425,pv,2017-12-02,3
100240,2229072,cart,2017-12-02,3
100240,2278361,pv,2017-12-03,15
100240,1755720,cart,2017-12-03,15
1002402,3445503,pv,2017-11-29,2
1002402,238598,pv,2017-12-01,6
1002402,3520520,pv,2017-12-01,6
1002402,568914,pv,2017-12-01,6
1002402,2366388,pv,2017-12-01,6
1002402,3662836,pv,2017-12-01,6
1002402,1070358,pv,2017-12-01,6
1002402,2943842,pv,2017-12-01,15
1002402,3738413,pv,2017-12-01,15
1002402,3031777,pv,2017-12-01,15
1002402,1826838,pv,2017-12-01,15
1002402,402048,pv,2017-12-01,15
1002402,709506,pv,2017-12-01,15
1002402,2997554,pv,2017-12-01,15
1002402,380118,pv,2017-12-01,15
1002402,118568,pv,2017-12-01,15
1002402,3560460,pv,2017-12-02,3
1002402,2778306,pv,2017-12-02,3
1002402,4266856,pv,2017-12-02,3
1002402,4543042,pv,2017-12-02,3
1002402,4266856,pv,2017-12-02,4
1002402,3551629,pv,2017-12-02,4
1002402,3560460,pv,2017-12-02,4
1002402,2442293,pv,2017-12-02,4
1002402,3834172,pv,2017-12-02,4
1002402,380118,pv,2017-12-02,4
1002402,3834172,pv,2017-12-02,4
1002402,3560460,pv,2017-12-02,4
1002402,304425,pv,2017-12-02,4
1002402,3560460,pv,2017-12-02,4
1002402,4802122,pv,2017-12-02,4
1002402,3560460,pv,2017-12-02,4
1002402,4802122,pv,2017-12-02,4
1002402,3560460,pv,2017-12-02,4
1002402,762435,pv,2017-12-02,4
